series_id,RMSE,sMAPE,R2
1.0,0.6114438569517271,61.4564352942874,-0.5021304963549711
10.0,1.3941240188741293,103.89026311153347,-0.435260391385881
100.0,0.4752618315103697,166.37468706036407,-0.016432138207441715
1000.0,1.1950431174747809,84.52539005262624,-0.20800305203142355
10005.0,0.4998671251353297,171.171824801464,0.00020091674219624434
10006.0,1.2834927304694146,90.34602845376594,-0.23381572118552296
10008.0,1.3430661999976259,154.77150996786762,-2.2468882716359384
10011.0,0.48109300359341434,168.68998109495976,-0.13410734272174696
10017.0,3.6950901497122155,52.02994829079841,-0.2582992908805497
10022.0,0.4825830338804607,178.43864426560913,-0.04798873065139975
10025.0,1.1639735962093178,79.29082934638157,-1.337290781909326
10029.0,0.7518502217875409,179.99961408509427,-1.5437544020050695
1003.0,1.1259102574147213,172.9535041967747,-0.4243527053388103
10031.0,0.6706098915696438,189.8649038538249,-0.7988705066829984
10032.0,1.864734766705067,127.91462960557539,-2.96690461353171
10036.0,0.9927369806198397,57.76216881478462,-0.5518597147726103
10038.0,0.5670850966146403,160.78906914116965,-0.28634202720888613
10049.0,0.7825672971304902,67.81749873292323,-0.6965748213351217
10054.0,0.8669704593306388,152.6019127070293,-0.02152114036087971
10057.0,0.4538655695550503,188.38765549929408,-0.11534160250186765
1006.0,1.4378310796626648,38.10399754494262,-0.4601069454400255
10060.0,1.828264481223645,136.2632188766693,0.08605646746685325
10063.0,0.5771565740273809,186.43498675717169,-0.3879571289286865
10066.0,0.3672128440555257,195.78096071698747,-0.03585686862943338
10070.0,5.805075747480951,110.11757166888727,-0.8967558614550966
10077.0,0.5119283719542349,184.8739856576906,-0.1793179610523563
10078.0,0.6527752223923702,166.43879782390488,-0.7754812123720412
10080.0,0.7365613293090574,132.8109813511941,-5.296117447327701
10081.0,0.4922398956733641,166.21697024717108,-0.009583812051764395
10082.0,0.516472423941321,69.60394079326987,-1600462588149.9414
10084.0,0.5148974673951994,92.47977910960056,-0.9088596938936404
10087.0,0.6763961117919861,186.8282245638328,-0.8342059974620757
10088.0,0.5044880819830755,183.22167357259406,-0.14528701188298632
10089.0,1.0229960305527779,139.05523076858063,-0.6782028263128934
10091.0,0.5412471938190115,178.39450083984823,-0.22061885340346898
10094.0,0.9412238660706399,177.79468709552583,-885902366059.9619
10095.0,0.5169514404053164,172.4399312535248,-0.11349496557091676
10096.0,0.8205191549692495,125.81224661374462,-0.1936172120905033
10102.0,0.5149073192787021,172.07977163319222,-0.10470644769445347
10106.0,1.4359375407471087,84.30978776389392,-1.4380317048743803
10107.0,0.534149309695885,190.9731678864849,-0.2959149283362088
10108.0,1.0640353944720435,49.660636073386925,0.1496116749273928
10109.0,0.4740242252695145,185.6208400519019,-0.10102493409732394
1011.0,0.4081632391391816,196.48537806617094,-0.1199036002184879
10110.0,0.7724519291406701,125.85281850629015,-596681982832.1428
10111.0,0.4963379028466311,169.09018183965233,-0.2071214376305286
10112.0,1.206682212959517,116.32982646358718,0.005877958454979182
10114.0,0.8239232740243869,159.7903509905146,-0.18008438181719244
10117.0,0.5720860696089861,138.4163119706159,-0.38780355508558584
1012.0,0.3672128440555257,195.78096071698747,-0.03585686862943338
10121.0,0.9876316765518346,85.38480852054781,-0.06137927834493473
10123.0,0.7703716518457981,185.52272530089854,-1.6706261688503004
10126.0,0.712452779482176,163.62812553859064,-0.3090452203473544
10129.0,0.6133172057577329,158.1947178854759,-0.043898846600564756
10130.0,0.8855189002229881,114.27778527064729,-0.3069062044199995
10132.0,10.986281611312775,114.26552379365627,-4.1393365673163744
10133.0,0.5257932436730092,189.68868563479202,-0.267505798317176
10140.0,0.7271729266560589,164.07514757896433,-1.5910242797809317
10144.0,0.6718020442530708,156.850668292068,-1.0309309399786755
10145.0,0.4314458633646395,162.2093836602267,0.1623451014351852
1015.0,0.5039506074844512,193.26793038735553,-0.24443445244105177
10151.0,1.1083850005566007,110.90778796308433,-1.2820560341162586
10163.0,1.0494304398035714,68.9072451765552,-0.023147172322745435
10166.0,0.5570385606005124,155.44085780908975,-0.24116783198273506
10167.0,0.5092756362496673,181.70060952804258,-0.16712753154862003
1017.0,0.7970667315674936,79.01503460475865,-0.6769220477491773
10172.0,0.5239696373858291,175.04319920846888,-0.4642356314783198
10173.0,0.5585211923019235,145.7668448500073,-0.40375665012620865
10180.0,0.6876263919816148,128.51874337965924,-0.10133922446922106
10181.0,1.2440383848097147,165.0895587642533,-0.10117842351787676
10182.0,0.4765866460222977,174.8073528862784,-0.2113857662226113
10189.0,0.5471900419233878,140.9283021784792,-0.22261917975197387
10192.0,0.9421367873163201,178.1209656752108,-2662865178043.151
10193.0,1.2758126500958311,100.9932986029435,-1.575697804536314
10194.0,0.4081632391391816,196.48537806617094,-0.1199036002184879
10195.0,0.6552100007113532,185.69553854036874,-0.7172005801275403
10199.0,1.7769803277776317,93.97095105543785,-6.203558622216005
10202.0,0.45381079654696305,170.1453252346012,0.07325092421862733
10212.0,0.6503592162145928,76.34622901904595,-0.0487504164742647
10214.0,0.8774382106628793,156.3278228746091,-769897813530.2754
10215.0,0.37819770981923156,191.24730429631725,-0.029841255529971633
10218.0,0.5230045366917738,187.64151792019834,-0.23090185430042687
10227.0,0.4625272076689543,82.73334107469846,0.037308619747542404
10234.0,1.1933464573430173,137.28734966618592,-0.6020852381591695
10236.0,0.4563603269245556,182.52816833734698,-0.11074532261678716
10240.0,1.1138483099327494,195.3334285516682,-0.3957403147324423
10241.0,0.493876869134044,183.6437109836496,-0.15488147857247392
10243.0,1.8910714287790429,140.57544630195386,-0.7385841968672477
10246.0,11.447887225261674,114.96901742462455,-2.640245745581241
10248.0,0.7804486976133921,79.32125668639205,-0.7372223147224823
1025.0,1.4902732979821105,54.54367908185811,-0.04327656353578946
10251.0,0.5475887764198868,170.90934546834185,-0.15878487180063194
10252.0,0.5176855170287965,180.56267357024177,-0.169604625961695
10255.0,0.8217983042642883,58.585499907579134,-1.71526319521531
10256.0,0.4656661770611756,181.8223728291216,-0.06254044344772591
10258.0,1.3196221345145234,55.65411990511815,-0.00979095172194322
1027.0,0.7345192088237559,168.7940070745089,-1.5691355625277117
10275.0,1.3999627770026308,165.6319662248288,-1.2048827491162055
10279.0,0.5403618878225568,157.66320358847702,-0.16796387924416245
1028.0,0.5269538526329548,188.40368788103146,-0.2495616326208372
10288.0,0.4998503567814162,192.08281360653788,-0.22426685795480883
10291.0,0.42318060735706403,193.95252292710484,-0.11926141526917933
10292.0,1.270684724187609,127.8130627936447,-0.8327608342345798
10296.0,0.4607013442295924,148.93091871479035,0.11564279760472929
10302.0,0.42720515467666237,196.03011068722623,-0.1406515261392851
10303.0,0.4081632391391816,196.48537806617094,-0.1199036002184879
10305.0,5.419121527712583,107.14020298479623,-1.57824333165724
10306.0,0.687381492235619,161.73471729393452,-1.1262199214031088
10307.0,0.4278445547332992,185.98791198745838,-0.23050925137802425
10310.0,1.2864469138314958,77.06761653734955,-2.3180841245204706
10312.0,2.1247180371973178,109.83836993380348,-1.8607260341288612
10314.0,0.9944579993488782,142.77247992321304,-0.355479410097268
10315.0,0.6459576916622204,154.77851574500622,-1.03113993346278
1032.0,0.47535729423736517,194.72769602587638,-0.2051443049846715
